pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,organism,gene_name,entry_status,belongs_to,mapped_class,mapped_superclass,binder,ligand
3D39,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7L1C,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6V2P,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5IRO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1S9W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5N6B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7WZZ,A,1,180,F4NC28,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VMA,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3LN5,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3GSX,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8EO8,A,1,179,F4NBT2,179,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5V5M,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8EMG,A,1,180,F4NBT2,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7RM4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7RRG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2AV1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7DZN,A,1,179,V6E0U6,179,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4U6Y,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5C0B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8ES9,N,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8E2Z,A,1,173,Q5SS57,173,362,HLA class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VB0,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4U1I,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2GUO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3L3K,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3UTS,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
9BL5,A,1,180,A0A411J078,180,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4UQ3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5WXC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5T6W,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6JTN,A,1,179,C1K0Y1,179,366,HLA class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1OGA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7SRK,A,107,286,F6IR24,180,337,MHC class I antigen,Homo sapiens,HLA-A_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
6D2T,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6PBH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5IEH,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1B0G,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7RZJ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6MTL,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3MR9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1B0R,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3GSQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2GTW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3MRC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3HCV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6EWC,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1AGF,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4JRX,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8ES8,N,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3I6G,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4L29,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7WT3,A,2,181,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6BJ2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
4I4W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7NDU,AAA,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
6VB7,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5EU4,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3KPO,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3PWJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7N6D,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4E5X,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5C09,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7KGR,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1AGD,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1AO7,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7SIH,A,1,180,A0A6B7FTL9,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7Q98,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3GSR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3H7B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1TVH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3GSU,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RJI,A,1,180,A0A411J078,180,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7EJN,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3BZE,A,1,178,P13747,178,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
3MRJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2J8U,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4FTV,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6UZN,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3HAE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1QR1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6V3J,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5NMF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7Q9A,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7JYW,A,1,178,A0A5H2UYS3,178,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2AV7,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6PYV,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7N1F,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8EMK,A,1,180,F4NBT2,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VM7,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6D2R,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7U21,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6TDP,A,1,180,F6IQS1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5DDH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7M8T,A,1,180,U5YJK1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VFS,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3VRI,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6Z9V,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4U1L,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7NMG,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2BCK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2RFX,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6UJ9,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
8EK5,A,1,180,F6IR24,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2BNR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1AGE,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7QPJ,C,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5EUO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3FT3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
